employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,is_primary,address_source,address_trust
AFC INDUSTRIES INC,1002 N 9TH ST,ANKENY,IA,50023,41.7394893,-93.6306207,True,ai,uncorroborated
AFFIANCE FINANCIAL,600 HWY 169 S STE 1750,SAINT LOUIS PARK,MN,55426,44.956566,-93.381654,True,ai,grounded
AFFILIATE.COM,,NEW YORK,NY,10005,,,True,manual,verified
AFFILIATED ANESTHESIOLOGISTS,13321 N MERIDIAN AVE STE 402,OKLAHOMA CITY,OK,73120,35.6063498,-97.6030217,True,ai,grounded
AFFILIATED DERM,20401 N 73RD ST STE 230,SCOTTSDALE,AZ,85255,33.6729667,-111.9235851,True,ai,grounded
AFFILIATED HEALTHCARE,,,,,,,True,,
AFFILIATED UROLOGISTS,5133 N CENTRAL AVE STE 206,PHOENIX,AZ,85012,33.5123708,-112.0733614,True,ai,grounded
AFFINITY MARKETING PARTNERS,29 W 20TH ST STE 600,NEW YORK,NY,10011,40.7401587,-73.9918729,True,ai,uncorroborated
AFFORDABLE HOUSING ADVISORY GROUP,900 17TH ST NW,WASHINGTON,DC,20006,38.9015995,-77.0398021,True,ai,uncorroborated
AFHU,633 THIRD AVE 10TH FLOOR,NEW YORK,NY,10017,40.749908408376,-73.974988671569,True,ai,uncorroborated
AFI,,,,,,,True,,
AFIPO,122 E 42ND ST STE 4507,NEW YORK,NY,10168,40.7512124,-73.9765595,True,ai,grounded
AFLAC,1932 WYNNTON RD,COLUMBUS,GA,31999,32.4680083,-84.9642553,True,ai,uncorroborated
AFRICAGEMS,,MILL VALLEY,CA,94941,,,True,manual,verified
AFTAU,71 W 23RD ST STE 513,NEW YORK,NY,10010,40.7435779,-73.9919229,True,ai,corroborated
AFTON PARK DEVELOPMENT,251 N 1ST AVE,MINNEAPOLIS,MN,55401,44.9799917,-93.2742875,True,ai,grounded
AG,,,,,,,True,,
AGAM CAPITAL,500 FRANK W BURR BLVD 4TH FLOOR,TEANECK,NJ,07666,40.8722925,-74.0065991,True,ai,grounded
AGBO,1640 PACIFIC COAST HWY STE 200,HERMOSA BEACH,CA,90254,33.8669246,-118.3935333,True,ai,corroborated
AGC OF AMERICA,2300 WILSON BLVD STE 400,ARLINGTON,VA,22201,38.890678,-77.0874363,True,ai,corroborated
AGDS,1225 INDUSTRIAL PARK DR SE,BEMIDJI,MN,56601,47.4418379,-94.8522882,True,ai,grounded
AGE OF LEARNING,1225 N MCDOWELL BLVD STE 150,PETALUMA,CA,94954,38.2701217,-122.6613878,True,ai,corroborated
AGI FINANCIAL,930 CARMEL CT,LOS ALTOS,CA,94022,37.3990338,-122.1204226,True,ai,grounded
AGILENT,5301 STEVENS CREEK BLVD,SANTA CLARA,CA,95051,37.325462,-121.999033,True,ai,corroborated
AGINS INTERIOR,19 EUCALYPTUS RD,BELVEDERE TIBURON,CA,94920,37.886768,-122.462619,True,manual,verified
AGL,10 PEACHTREE PL NE,ATLANTA,GA,30309,33.7810698,-84.3871362,True,ai,grounded
AGP,12700 W DODGE RD,OMAHA,NE,68154,41.2640233,-96.1124061,True,ai,grounded
AGREE REALTY CORPORATION,32301 WOODWARD AVE,ROYAL OAK,MI,48073,42.5268898,-83.195243,True,ai,grounded
AHARONI LAW,9440 SANTA MONICA BLVD STE 301,BEVERLY HILLS,CA,90210,34.0712866,-118.4028281,True,ai,grounded
AHAVAS YISRAEL,,,,,,,True,,
AHAVATH ACHIM SYNAGOGUE,,,,,,,True,,
AHCA,700 S WASHINGTON ST STE 300,ALEXANDRIA,VA,22314,38.8034986,-77.0473079,True,ai,uncorroborated
AHG GROUP,700 W MORSE BLVD STE 220,WINTER PARK,FL,32789,28.5974604,-81.3585451,True,ai,grounded
AHOLD DELHAIZE,300 S RIVERSIDE PLAZA,CHICAGO,IL,60606,41.8775721,-87.6387853,True,ai,grounded
AHTIRSKI AND ASSOCIATES,,,,,,,True,,
AI EDUCATION LLC,9309 N FLORIDA AVE,TAMPA,FL,33612,28.0341943,-82.4593796,True,ai,grounded
AI FOR THE REST OF US INC,1500 N GRANT ST #5302,DENVER,CO,80203,39.7287912,-104.9836082,True,ai,grounded
AI LLC,,,,,,,True,,
AICD,,,,,,,True,,
AIG,175 WATER ST,NEW YORK,NY,10038,40.706308,-74.0054046,True,ai,corroborated
AIJM ASSOCIATES LLC,,,,,,,True,,
AIM INCORPORATED,1177 AVE OF THE AMERICAS,NEW YORK,NY,10036,40.7573123,-73.9827582,True,ai,uncorroborated
AIM SPECIALTY HEALTH,1100 VIRGINIA DR STE 250,FORT WASHINGTON,PA,19034,40.1367835,-75.1900856,True,ai,uncorroborated
AINI & ASSOCIATES PLLC,2615 CONEY ISLAND AVE,BROOKLYN,NY,11223,40.5929529,-73.9604198,True,ai,grounded
AINSMAN LEVINE LLC,11 STANWIX ST STE 750,PITTSBURGH,PA,15222,40.4390288,-80.0062963,True,ai,grounded
AIO,,,,,,,True,,
AIPAC,251 H ST NW,WASHINGTON,DC,20001,38.900345,-77.0148717,True,manual,verified
AIQ,2205 W 136TH AVE STE 106 PMB 3058,BROOMFIELD,CO,80023,39.943993,-105.0130011,True,ai,grounded
AIRCALL,44 W 28TH ST FL 14,NEW YORK,NY,10001,40.7456406,-73.9898336,True,manual,verified
AIRESPRING,600 CLEVELAND ST STE 226,CLEARWATER,FL,33755,27.9658084,-82.7984849,True,ai,grounded
AIROOM,6825 N LINCOLN AVE,LINCOLNWOOD,IL,60712,41.9972897,-87.718707,True,ai,corroborated
AIRVISION,,,,,,,True,,
AIRWAY THERAPEUTICS,13120 COIT RD STE 110,DALLAS,TX,75240,32.9272815,-96.7692169,True,ai,uncorroborated
AIZ,1211 AVE OF THE AMERICAS,NEW YORK,NY,10036,40.7586695,-73.9823756,True,ai,uncorroborated
AJ PREMIER ASSOCIATES INC,,,,,,,True,,
AJA,180 LITTON DR,GRASS VALLEY,CA,95945,39.2338725,-121.0546177,True,ai,grounded
AJC CHICAGO,515 N STATE ST 3RD FLOOR,CHICAGO,IL,60654,41.8914005,-87.627297,True,ai,corroborated
AJM PACKAGING CORPORATION,E-4111 ANDOVER RD,BLOOMFIELD HILLS,MI,48302,42.581851,-83.304703,True,ai,grounded
AJS STONE CONSULTING LLC,9715 CRESTA DR,LOS ANGELES,CA,90035,34.0471575,-118.39933,True,ai,grounded
AKERMAN LLP,98 SE 7TH ST STE 1100,MIAMI,FL,33131,25.7672135,-80.192465,True,ai,corroborated
AKF PROPERTIES,6936 SUNFLOWER LN,MACUNGIE,PA,18062,40.5298287,-75.5780553,True,ai,grounded
AKIBA SCHECHTER JEWISH DAY SCHO,1700 S ROBERTSON BLVD,LOS ANGELES,CA,90035,34.048721,-118.385438,True,ai,uncorroborated
AKIN GUMP STRAUSS HAUER & FELD LLP,2001 K ST NW,WASHINGTON,DC,20006,38.902607,-77.045055,True,ai,corroborated
AKIVA PARTNERS LLC,22996 EL TORO RD STE 102,LAKE FOREST,CA,92630,33.6283,-117.6900082,True,ai,grounded
AKIVA SCHOOL,3884 BERING DR,SAN JOSE,CA,95135,37.3734809,-121.9127857,True,ai,uncorroborated
ALABAMA HOLOCAUST EDUCATION CENTER,HOMEWOOD PUBLIC OFFICES / MAILING ADDRESS NOT A CORPORATE HQ,BIRMINGHAM,AL,35209,33.465306,-86.811022,True,ai,corroborated
ALABAMA PEDIATRICS,2815 INDEPENDENCE DR,BIRMINGHAM,AL,35209,33.465306,-86.811022,True,ai,grounded
ALABAMA STEEL SUPPLY,2900 1ST AVE S,BIRMINGHAM,AL,35233,33.5179357,-86.7914227,True,ai,corroborated
ALAMANCE RADIATION ONCOLOGY,,,,,,,True,,
ALAN AND GISELLE WEISSMAN FAMILY FOUND,440 MAMARONECK AVE STE 514,HARRISON,NY,10528,40.9713743,-73.7414057,True,ai,grounded
ALAN GRAHAM MOTORING,8618 LINDLEY AVE,NORTHRIDGE,CA,91325,34.2269919,-118.527247,True,ai,grounded
ALAN H FEIN PC,2 EXECUTIVE BLVD STE 303,SUFFERN,NY,10901,41.1196183,-74.116281,True,ai,grounded
ALAN JOHN CLARK PC,,,,,,,True,,
ALAN ROBIN LAW PLLC,,,,,,,True,,
ALAN SERURE MDPA,7300 SW 62ND PL STE 200,SOUTH MIAMI,FL,33143,25.7028197,-80.2951476,True,ai,grounded
ALANA MULLER ENTERPRISES,8209 W 145TH ST,OVERLAND PARK,KS,66223,38.8649872,-94.6799743,True,ai,grounded
ALASKA AIRLINES,19300 INTERNATIONAL BLVD,SEATTLE,WA,98188,47.446563,-122.272106,True,ai,corroborated
ALASKA CHANNEL,645 W 4TH AVE,ANCHORAGE,AK,99501,61.218634,-149.8944388,True,ai,corroborated
ALASKA DISTRIBUTORS CO,3100 E 29TH AVE,ANCHORAGE,AK,99508,61.1943904,-149.9022768,True,ai,uncorroborated
ALASKA IMAGING ASSOCIATES,3100 PROVIDENCE DR STE 200,ANCHORAGE,AK,99508,61.1897547,-149.8203382,True,ai,grounded
ALASKA WELLNESS JOURNEYS,1576 INNER SPRINGER LOOP,PALMER,AK,99645,61.5849873,-149.121065,True,ai,grounded
ALBANY BANK AND TRUST COMPANY,7 STATE ST,ALBANY,NY,12207,42.6489044,-73.7512993,True,ai,uncorroborated
ALBANY COUNTY,,,,,,,True,,
ALBERT EINSTEIN COLLEGE OF MEDICINE,1300 MORRIS PARK AVE,BRONX,NY,10461,40.8504372,-73.8458099,True,ai,corroborated
ALBERT HARARY MD,225 E 57TH ST FRONT 3,NEW YORK,NY,10022,40.75857,-73.96793,True,ai,grounded
ALBRIGHT COLLEGE,13TH AND BERN STREETS,READING,PA,19612,40.335345,-75.9279495,True,ai,corroborated
ALCALAY COMMUNICATIONS,885 UNIVERSITY AVE,SACRAMENTO,CA,95825,38.5644375,-121.418965,True,ai,grounded
ALCHEMIST,1000 BRICKELL AVE STE 715 PMB 5087,MIAMI,FL,33131,25.7639863,-80.1917803,True,ai,grounded
ALCO PRODUCTS,580 SAINT JEAN ST,DETROIT,MI,48214,42.362258,-82.9690864,True,ai,grounded
ALCOTT ADR SERVICES,1285 AVE OF THE AMERICAS,NEW YORK,NY,10019,40.7611591,-73.9805686,True,ai,grounded
ALEN COHEN MD A MEDICAL CORPORATION,2100 SOLAR DR STE 102,OXNARD,CA,93036,34.2206433,-119.1447838,True,ai,grounded
ALEPH INSTITUTE,520 8TH AVE STE 1200,NEW YORK,NY,10018,40.753643,-73.9921669,True,ai,uncorroborated
ALERICA,3323 NE 163RD ST STE PH-704,NORTH MIAMI BEACH,FL,33160,25.9285495,-80.1368421,True,ai,grounded
ALEX N SILL CO,150 BROADHOLLOW RD,MELVILLE,NY,11747,40.7881488,-73.4162331,True,ai,uncorroborated
ALEXANDER ROBERTSON SCHOOL,3 W 95TH ST,NEW YORK,NY,10025,40.7913082,-73.9654747,True,ai,grounded
ALEXANDRIA ORAL SURGERY ASSOCIATES,501 S WASHINGTON ST STE 301,ALEXANDRIA,VA,22314,38.8002356,-77.0485545,True,ai,uncorroborated
ALEXION PHARMACEUTICALS,300 CONNELL DR,BURLINGTON,MA,01803,42.503227,-71.201713,True,ai,uncorroborated
ALEXIS BEDNYAK DESIGN,27 N WACKER DR STE 437,CHICAGO,IL,60606,41.882704101041,-87.636706420118,True,ai,grounded
ALF,,,,,,,True,,
ALFRED WEISSMAN REAL ESTATE LLC,440 MAMARONECK AVE STE 514,HARRISON,NY,10528,40.9713743,-73.7414057,True,ai,grounded
ALHADEFF AND ROUSSO LAW PA,2601 BURNT MILL RD,PALM BEACH GARDENS,FL,33410,26.845662,-80.08735,True,ai,corroborated
ALHAMBRA THEATRE & DINING,100 W MAIN ST,ALHAMBRA,CA,91801,34.0944572,-118.127942,True,ai,uncorroborated
ALI IRONWORKS,,,,,,,True,,
ALICE RICKEL & ASSOCIATES,,,,,,,True,,
ALIGN REAL ESTATE,123 MISSION ST 7TH FLOOR,SAN FRANCISCO,CA,94105,37.7918271,-122.3944786,True,ai,grounded
ALINA'S MUSIC STUDIO,,,,,,,True,,
ALISHA LEVIN MEMORIAL FUND,1835 MARKET ST STE 2410,PHILADELPHIA,PA,19103,39.9537066,-75.1711096,True,ai,grounded
ALISTAR RESOURCES,41 NOTRE DAME LN,UTICA,NY,13502,43.0919303,-75.2812626,True,ai,grounded
ALIX PARTNERS,909 3RD AVE,NEW YORK,NY,10022,40.7582826,-73.967866,True,ai,grounded
ALIYA CAPITAL PARTNERS,1450 BRICKELL AVE STE 2600,MIAMI,FL,33131,25.7586738,-80.1931402,True,ai,grounded
ALIYA HEALTH GROUP,1590 S CONGRESS AVE,PALM SPRINGS,FL,33406,26.6536252,-80.08822,True,ai,grounded
ALJ REGIONAL,244 MADISON AVE PMB #358,NEW YORK,NY,10016,40.745182,-73.978053,True,ai,grounded
ALKERMES,852 WINTER ST,WALTHAM,MA,02451,42.4012964,-71.2809736,True,ai,corroborated
ALL ACCESS APPAREL,1515 GAGE RD,MONTEBELLO,CA,90640,33.9810046,-118.1227016,True,ai,grounded
ALL P,,,,,,,True,,
ALL PACKAGING CO,17501 W 98TH ST #18-42,LENEXA,KS,66219,38.951691,-94.789276,True,ai,grounded
ALL POINT,864 SPRING ST NW,ATLANTA,GA,30308,33.7793199,-84.3900894,True,ai,grounded
ALL POINT FINANCIAL INC,6000 BROKEN SOUND PKWY NW STE 300,BOCA RATON,FL,33487,26.4004744,-80.1057431,True,ai,uncorroborated
ALL SET HOSPITALITY LLC,8630 FENTON ST,SILVER SPRING,MD,20910,38.9979273,-77.0286378,True,ai,grounded
ALL STAR SPORTS,809 2ND LOOP RD,FLORENCE,SC,29505,34.1676613,-79.7775657,True,ai,grounded
ALL STRINGS ATTACHED INC,8224 OLSON MEMORIAL HWY,GOLDEN VALLEY,MN,55427,44.9850399,-93.384636,True,ai,grounded
ALLADAPT IMMUNOTHERAPEUTICS,405 EL CAMINO REAL #611,MENLO PARK,CA,94025,37.4474279,-122.1723927,True,ai,grounded
"ALLAN SHULKIN, MD PA",7777 FOREST LN STE B202,DALLAS,TX,75230,32.9131257,-96.775521,True,ai,grounded
ALLAN WISER INSURANCE,4809 SPARKS AVE,SAN DIEGO,CA,92110,32.7800057,-117.1977485,True,ai,grounded
ALLEGAERT BERGER & VOGEL LLP,111 BROADWAY 20TH FLOOR,NEW YORK,NY,10006,40.707698,-74.011877,True,ai,grounded
ALLEGHENY DERMATOLOGY ASSOCIATES PC,,,,,,,True,,
ALLEGIANCE STAFFING,5726 ROOT RD,SPRING,TX,77389,30.123469,-95.517064,True,ai,grounded
ALLEGIANT REAL ESTATE CAPITAL,1133 20TH ST NW 9TH FLOOR,WASHINGTON,DC,20036,38.9049546,-77.0445119,True,ai,uncorroborated
ALLEGIANTMD,20 BURTON HILLS BLVD STE 300,NASHVILLE,TN,37215,36.0944695,-86.8207862,True,ai,grounded
ALLEGRA PRINT AND IMAGING,5221 SPRING VALLEY RD STE 350,DALLAS,TX,75254,32.939575,-96.821456,True,ai,uncorroborated
ALLEN & CO,711 FIFTH AVE,NEW YORK,NY,10022,40.761954258767,-73.974619927682,True,ai,corroborated
ALLEN & OVERY LLP,1221 AVE OF THE AMERICAS,NEW YORK,NY,10020,40.7595136,-73.9825069,True,ai,uncorroborated
ALLEN DEV,155 N LAKE AVE STE 800,PASADENA,CA,91101,34.1485334,-118.1334899,True,ai,grounded
ALLEN FELTMAN REAL ESTATE,5509 SAINT ANDREWS CT,PLANO,TX,75093,33.03463934373,-96.812254562097,True,ai,grounded
ALLEN FLAVORS INC,601 N BROAD ST,MIDDLETOWN,PA,17057,40.19435,-76.726246,True,ai,uncorroborated
ALLEN J. KLEIN PLLC,,,,,,,True,,
ALLEN LEWIS ORG,,,,,,,True,,
ALLEN MATKINS,1900 MAIN ST 5TH FLOOR,IRVINE,CA,92614,33.6847029,-117.8547763,True,ai,corroborated
ALLENCOMM,55 W 900 S,SALT LAKE CITY,UT,84101,40.7491534,-111.8930034,True,ai,grounded
ALLENTOWN WELLNESS,1525 HAUSMAN RD,ALLENTOWN,PA,18104,40.6086827,-75.566271,True,ai,grounded
ALLERGY & ASTHMA CARE,,,,,,,True,,
ALLERGY & ASTHMA CARE OF ROCKLAND PC,222 ROUTE 59 STE 205,SUFFERN,NY,10901,41.1126645,-74.1118164,True,ai,grounded
ALLERGY & ASTHMA MEDICAL GROUP,,,,,,,True,,
ALLERHAND & ODONER,205 E 92ND ST APT 35A,NEW YORK,NY,10128,40.7827497,-73.9503834,True,ai,grounded
ALLERMI,480 RUTHERFORD AVE STE 203,CHARLESTOWN,MA,02129,42.383229,-71.073468,True,ai,uncorroborated
ALLEVATO FOR OHIO,,,,,,,True,,
ALLIANCE,,,,,,,True,,
ALLIANCE BERNSTEIN,501 COMMERCE ST,NASHVILLE,TN,37203,36.1612676,-86.7795153,True,ai,grounded
ALLIANCE CANCER SPECIALISTS,11264 CLEVELAND AVE NW STE 200,NORTH CANTON,OH,44720,40.8986572,-81.4061793,True,ai,uncorroborated
ALLIANCE CAPITAL MANAGEMENT,1345 AVE OF THE AMERICAS 42ND FLOOR,NEW YORK,NY,10105,40.7629997,-73.9790535,True,ai,uncorroborated
ALLIANCE FOR A BETTER COMMUNITY,160 W FORT ST STE 2000,DETROIT,MI,48226,42.330625,-83.0483036,True,ai,uncorroborated
ALLIANCE FOR PHARMACY COMPOUNDING,100 S JEFFERSON RD STE 100,WHIPPANY,NJ,07981,40.8176442,-74.442751,True,ai,uncorroborated
ALLIANCE FRANCAISE,54 THOMPSON ST,NEW YORK,NY,10012,40.723831,-74.0033719,True,ai,corroborated
ALLIANCE MEDICAL PHYSICS,,,,,,,True,,
ALLIANCE STEEL,1700 S RIDGE RD,ASHTABULA,OH,44004,41.8916912,-80.6688769,True,ai,uncorroborated
ALLIANT CAPITAL,1201 MAIN ST STE 3400,DALLAS,TX,75202,32.7804465,-96.8018475,True,ai,uncorroborated
ALLIANT INSURANCE SERVICES,701 B ST STE 400,SAN DIEGO,CA,92101,32.717731,-117.158206,True,ai,grounded
ALLIANT STRATEGIC DEVELOPMENT,26050 MUREAU RD STE 101,CALABASAS,CA,91302,34.1520318,-118.6953443,True,ai,grounded
ALLIANT STRATEGIC INVESTMENTS,500 W MADISON ST,CHICAGO,IL,60661,41.883827,-87.6405304,True,ai,uncorroborated
ALLIED DIGESTIVE HEALTH,187 HWY 36 STE 230,WEST LONG BRANCH,NJ,07764,40.287904,-74.020019,True,ai,grounded
ALLIED METAL COMPANY,2059 S CANAL ST,CHICAGO,IL,60616,41.8543942,-87.6380435,True,ai,grounded
ALLIED UNIVERSAL CORP,3901 NW 115TH AVE,MIAMI,FL,33178,25.8101482,-80.38363,True,manual,verified
ALLON HILL,,,,,,,True,,
ALLOTROPE PARTNERS,200 CLARENDON ST STE 650,BOSTON,MA,02116,42.3491677,-71.075124,True,ai,uncorroborated
ALLSTATE,2775 SANDERS RD,NORTHBROOK,IL,60062,42.1510416,-87.8835614,True,ai,uncorroborated
ALLURA IMPORTS,1407 BROADWAY STE 401,NEW YORK,NY,10018,40.753531,-73.9876248,True,ai,grounded
ALMAR SALES CO,320 5TH AVE 3RD FLOOR,NEW YORK,NY,10001,40.747367,-73.9856317,True,ai,grounded
ALMEL INCORPORATED,368 N HAMETOWN RD,AKRON,OH,44333,41.146461523495,-81.669117703262,True,ai,grounded
ALNYLAM,,,,,,,True,,
ALPA,7950 JONES BRANCH DR STE 400S,MCLEAN,VA,22102,38.950951,-77.229553,True,ai,grounded
ALPAC,5752 CEDAR RIDGE DR,ANN ARBOR,MI,48103,42.26135,-83.846458,True,ai,grounded
ALPERT AND ALPERT,922 S SANTA FE AVE,LOS ANGELES,CA,90021,34.0322792,-118.2298968,True,ai,corroborated
ALPHA,,,,,,,True,,
ALPHA BETA PLANNING,75 JEFFERSON CT,YORKTOWN HEIGHTS,NY,10598,41.3303622,-73.7811497,True,ai,grounded
ALPHA COMMODITIES INC,PO BOX 3009,GARY,IN,46403,41.6045061,-87.3373495,True,ai,grounded
ALPHA EMPIRE DESIGNS,,,,,,,True,,
ALPHA EPSILON PI FOUNDATION,2750 RIVA RD STE 230,ANNAPOLIS,MD,21401,38.987941,-76.552716,True,ai,corroborated
ALPHA EPSILON PI FRATERNITY FOUNDATION,8815 W PICO BLVD,LOS ANGELES,CA,90035,34.0549169,-118.3840513,True,manual,verified
ALPHA EPSILON PI FRATERNTIY INC,1180 AVE OF THE AMERICAS,NEW YORK,NY,10036,40.7574015,-73.9819995,True,ai,uncorroborated
ALPHASIGHTS,60 MADISON AVE 34TH FLOOR,NEW YORK,NY,10010,40.7432572,-73.9864215,True,ai,corroborated
ALPINE BANK,100 S BROADWAY,GUNNISON,CO,81230,38.56765,-106.610894,True,ai,corroborated
ALPINE GUEST CARE CENTGER,2401 N SERVICE RD E,RUSTON,LA,71270,32.5417607,-92.6084842,True,ai,grounded
ALPINE INVESTORS,ONE POST OFFICE SQ 6TH FLOOR,BOSTON,MA,02109,42.356809,-71.0551195,True,ai,uncorroborated
ALPINE QUANTITATIVE INVESTMENT FUND,,,,,,,True,,
ALPINE RESOURCES LLC,,,,,,,True,,
ALPINEBIO VENTURES,,,,,,,True,,
ALSTON & BIRD,ONE ATLANTIC CENTER 1201 W PEACHTREE ST NW STE 4900,ATLANTA,GA,30309,33.7870655,-84.3873685,True,ai,corroborated
ALTAIR RESOURCES,,,,,,,True,,
ALTAIR SIGN & LIGHT,,,,,,,True,,
ALTAMED,EASTLAKE AVE E & 20TH AVE 3600 EASTLAKE AVE E BLDG A,LOS ANGELES,CA,90011,34.00709,-118.258681,True,ai,corroborated
ALTBANQ,477 MADISON AVE FL 24,NEW YORK,NY,10022,40.7585227,-73.9746317,True,ai,grounded
ALTER,,,,,,,True,,
ALTER TRADING,700 OFFICE PKWY,CREVE COEUR,MO,63141,38.6679198,-90.4331869,True,ai,grounded
ALTERIORS,,,,,,,True,,
ALTERNATIVE STRATEGIES INC,,,,,,,True,,
ALTICE USA,1 CT SQ WEST 45TH FLOOR,LONG ISLAND CITY,NY,11101,40.7456276,-73.9434301,True,ai,corroborated
ALTIUS FINANCIAL,,,,,,,True,,
ALTMAN COMPANIES,201 E LAS OLAS BLVD STE 1900,FORT LAUDERDALE,FL,33301,26.1193402,-80.1410034,True,manual,verified
ALTOPASS INC,405 EL CAMINO REAL STE 629,MENLO PARK,CA,94025,37.4474279,-122.1723927,True,manual,verified
ALTRIA,6601 W BROAD ST,RICHMOND,VA,23230,37.5818157,-77.4936077,True,ai,grounded
ALTULA,,,,,,,True,,
ALTUS CAPITAL PARTNERS INC,10 WESTPORT RD STE C204,WILTON,CT,06897,41.1840959,-73.4115149,True,manual,verified
ALTUS WEALTH,400 CONTINENTAL BLVD 6TH FLOOR,EL SEGUNDO,CA,90245,33.9210073,-118.3902342,True,ai,uncorroborated
ALUMNI CAPITAL NETWORK,,,,,,,True,,
ALUMNI VENTURES,670 N COMMERCIAL ST STE 403,MANCHESTER,NH,03101,42.9978085,-71.4686675,True,ai,grounded
ALVAREZ & MARSAL,600 MADISON AVE 8TH FLOOR,NEW YORK,NY,10022,40.75857,-73.96793,True,ai,corroborated
ALYDAR CAPITAL LLC,222 BERKELEY ST 17TH FLOOR,BOSTON,MA,02116,42.3514077,-71.0730278,True,manual,verified
ALZHEIMER'S ASSOCIATION,225 N MICHIGAN AVE FL 17,CHICAGO,IL,60601,41.8864391,-87.6237899,True,ai,grounded
AM SHALOM TEMPLE,1600 YELLOWSTONE DR,TUCSON,AZ,85716,32.242195,-110.923528,True,ai,uncorroborated
AM. PHYSICIANS SERVICES GROUP,,,,,,,True,,
AMALFI ESTATES,,,,,,,True,,
AMALFI STONE,8456 SAN FERNANDO RD,SUN VALLEY,CA,91352,34.2235917,-118.3746619,True,ai,grounded
AMANCAY PARTNERS,,,,,,,True,,
AMARIN CORPORATION,5 MOORE DR,BEDFORD,MA,01730,42.499332,-71.281901,True,ai,uncorroborated
AMAS,,,,,,,True,,
AMATUS MANAGEMENT,10461 MILL RUN CIR STE 620,OWINGS MILLS,MD,21117,39.4067755,-76.7939459,True,ai,uncorroborated
AMAZON,410 TERRY AVE N,SEATTLE,WA,98109,47.622298,-122.3365001,True,ai,corroborated
AMBASSADOR BOOKS,,,,,,,True,,
AMBER MOUNTAIN,30 S WACKER DR STE 1706,CHICAGO,IL,60606,41.8808631,-87.6375286,True,manual,verified
AMD,2485 AUGUSTINE DR,SANTA CLARA,CA,95054,37.3829605,-121.9703774,True,ai,uncorroborated
AMDEN INC,999 N SEPULVEDA BLVD STE 100,EL SEGUNDO,CA,90245,33.9303798,-118.3968271,True,ai,corroborated
AME EQUITIES,2011 BRADFORD HALL PL,CHARLOTTE,NC,28270,35.1169744,-80.7584844,True,ai,grounded
AMEDISYS,12800 N MERIDIAN ST STE 400,CARMEL,IN,46032,39.9725293,-86.1588461,True,ai,corroborated
AMERICA AERO GROUP,,,,,,,True,,
AMERICA ONLINE,7501 N DOBSON RD,SCOTTSDALE,AZ,85256,33.545974182483,-111.873934270466,True,ai,uncorroborated
AMERICA RESURGENT,,,,,,,True,,
AMERICAL MANAGEMENT CO INC,10940 WILSHIRE BLVD STE 1960,LOS ANGELES,CA,90024,34.058307542294,-118.445404026924,True,manual,verified
AMERICAN ADVERTISING FEDERATION,1625 K ST NW STE 1100,WASHINGTON,DC,20006,38.9030339,-77.03739,True,ai,corroborated
AMERICAN AIRLINES INC,1 SKYVIEW DR,FORT WORTH,TX,76155,32.8254795,-97.0654423,True,ai,uncorroborated
AMERICAN BADGE DBA SMITH AND WARRE,16 E PROGRESS LN,GREENWICH,CT,06831,41.088724,-73.658838,True,ai,uncorroborated
AMERICAN BANKERS ASSOCIATION,1120 CONNECTICUT AVE NW,WASHINGTON,DC,20036,38.9041098,-77.0415314,True,ai,grounded
AMERICAN CENTURY,4500 MAIN ST,KANSAS CITY,MO,64111,39.0459505,-94.5868142,True,ai,corroborated
AMERICAN COLLEGE OF PREVENTIVE MEDICIN,,,,,,,True,,
AMERICAN COMB CORP,22 KENTUCKY AVE,PATERSON,NJ,07503,40.8998542,-74.155233,True,ai,grounded
AMERICAN COMMUNITY DEVELOPERS,3001 CONNECTICUT AVE NW STE 200,WASHINGTON,DC,20008,38.928751,-77.0476266,True,ai,uncorroborated
AMERICAN CONFERENCE OF CANTORS,1657 THIRD AVE 2ND FLOOR,NEW YORK,NY,10128,40.783049496759,-73.950806761657,True,ai,corroborated
AMERICAN CYANAMID COMPANY,5 GIRALDA FARMS,MADISON,NJ,07940,40.760535,-74.41948,True,ai,corroborated
AMERICAN DRAPERY SYSTEMS,,,,,,,True,,
AMERICAN EDUCATIONAL INSTITUTE,111 E MERRILL ST STE 300,BIRMINGHAM,MI,48009,42.5453351,-83.2146869,True,manual,verified
AMERICAN EXPRESS,200 VESEY ST,NEW YORK,NY,10285,40.713897,-74.014007,True,ai,corroborated
AMERICAN FINDINGS CORP,10441 N SCOTTSDALE RD,SCOTTSDALE,AZ,85253,33.5818276,-111.9257253,True,ai,grounded
AMERICAN FIRE RESTORATION LLC,71-02 80TH ST,GLENDALE,NY,11385,40.700647,-73.889423,True,ai,grounded
AMERICAN FLUX & METAL LLC,,,,,,,True,,
AMERICAN FOOD & VENDING,124 METROPOLITAN PARK DR,LIVERPOOL,NY,13088,43.113705,-76.1780539,True,ai,corroborated
AMERICAN FREE ENTERPRISE CHAMBER OF COMMERCE,,,,,,,True,,
AMERICAN FRIENDS OF MAGEN DAVID ADOM,275 MADISON AVE STE 1701,NEW YORK,NY,10016,40.7502038,-73.9813548,True,ai,uncorroborated
AMERICAN GREETINGS,ONE AMERICAN RD,CLEVELAND,OH,44144,41.437286,-81.739814,True,ai,corroborated
